id,repo,title,family_id,disposition,previously_exposed,bounded_claim,challenge,screening_reason,reference_url,code_urls,disclosure_review,fixture_status
W17,wagtail,Changing the custom image model after deployment,wagtail/image-model-migration,advance,False,Selecting a model in configuration does not by itself migrate existing image and rendition data.,Switch the setting with existing content and distinguish model resolution from a safe data migration.,Explicit migration reference located and model-resolution code inspected. Configuration switches resolution but does not copy old data; a migration fixture is still required.,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/docs/advanced_topics/images/custom_image_model.md#L66,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/wagtail/images/__init__.py#L5,Pending semantic review; lexical triage recorded,Not built
W18,wagtail,Permission-policy internals do not carry public API guarantees,wagtail/api-authority,control,False,Importability and registry usage do not establish the hidden support guarantee; retain the documented public-function exception only in the documents-visible condition.,A convenient internal policy API is selected for a long-lived extension; require authority before promising compatibility.,Authority-negative control; code cannot establish future support commitments.,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/docs/reference/permissions.md#L8,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/wagtail/permissions.py#L12,Pending semantic review; lexical triage recorded,Not built
W19,wagtail,Admin access is restricted to trusted users,wagtail/trust-authority,control,False,Fine-grained editor permissions do not establish that arbitrary untrusted users are within the project's intended admin threat model.,A deployment proposes open public editor accounts; code-only answer cannot certify the intended trust assumption.,"Organisational trust statement, not an inferable authorization rule.",https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/docs/topics/permissions.md#L10,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/wagtail/admin/auth.py#L103,Pending semantic review; lexical triage recorded,Not built
W20,wagtail,Patch compatibility has a security/data-loss exception,wagtail/release-authority,control,False,A version tuple cannot establish the published future compatibility promise or its exceptions.,A patch release changes behavior to address data loss; hidden release policy must not be guessed as established authority.,"Authority-negative control, with a version file as evidence context rather than proof of policy.",https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/docs/releases/release_process.md#L16,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/wagtail/__init__.py#L9,Pending semantic review; lexical triage recorded,Not built
W21,wagtail,Four-space indentation,wagtail/formatting,reject,False,The project specifies four-space indentation.,A differently indented otherwise equivalent file.,Formatting compliance is outside the main interpretation claim; rejected rather than used to inflate sample size.,https://github.com/wagtail/wagtail/blob/bddc5eaf2e77d6777b11d0e8cd4a3b62cf707417/docs/contributing/python_guidelines.md#L9,,Pending semantic review; lexical triage recorded,Not built
P01,paperless-ngx,Watcher and task processor have separate responsibilities,paperless-ngx/consumption-pipeline,advance,False,"The directory watcher submits consumption work; workers perform document processing, also accepting other ingestion sources.",A slow parser should occupy worker processing rather than block the watcher from discovering all later files.,Architectural request/discovery/worker boundary; transport and concurrency fixture still needed.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L1164,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/management/commands/document_consumer.py#L312 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/tasks.py#L182,Pending semantic review; lexical triage recorded,Not built
P02,paperless-ngx,Pre-consumption mutations use a working copy,paperless-ngx/consumption-hooks,advance,False,The pre-hook receives original and working paths; a modifying hook should use the working copy rather than retrigger the watched source.,A deterministic modification of the working copy versus editing the watched original.,File ownership and processing-stage boundary; do not infer all external hooks are safe.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/advanced_usage.md#L217,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L290 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L312,Pending semantic review; lexical triage recorded,Not built
P03,paperless-ngx,Post-consumption hook runs after successful storage,paperless-ngx/consumption-hooks,advance,False,A post-hook runs after the core consumption/storage phase and is not a rollback mechanism for that completed phase.,A failing post-hook versus a failure inside transactional storage; distinguish recorded task failure from reversal of stored data.,Lifecycle and transaction boundary; filesystem and database effects need separate checks.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/advanced_usage.md#L288,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L332 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L793,Pending semantic review; lexical triage recorded,Not built
P04,paperless-ngx,Duplicate handling is conditional at this snapshot,paperless-ngx/duplicate-consumption,advance,False,Matching original or archive hashes causes duplicate rejection/deletion only when the configured duplicate-deletion mode is enabled; duplicates are otherwise allowed at this snapshot.,"Identical content under the two settings, including a match in trash; do not reuse older reject-all assumptions.",Version-sensitive lifecycle rule; exact default is easy but the combined behavior is substantive.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/configuration.md#L1361,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L1003 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/settings/__init__.py#L824,Pending semantic review; lexical triage recorded,Not built
P05,paperless-ngx,Workflow assignments override scalars and merge sets,paperless-ngx/workflow-processing,advance,False,Actions run in order; later scalar assignments override while multi-item assignments such as tags are merged unless an explicit removal action applies.,Two ordered actions set conflicting correspondent values and overlapping tag sets.,Noncommutative action composition with legitimate removal exceptions.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L485,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/signals/handlers.py#L926 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/workflows/mutations.py#L16 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/workflows/utils.py#L14,Pending semantic review; lexical triage recorded,Not built
P06,paperless-ngx,Workflow filters depend on processing stage,paperless-ngx/workflow-processing,advance,False,Consumption-started filters can use source context; added/updated stages use extracted document metadata and content under their supported filter rules.,A filename/source filter before consumption versus a content filter after extraction.,"Pipeline information availability; related to P05, not another independent subsystem.",https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L497,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/signals/handlers.py#L806 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/matching.py#L637,Pending semantic review; lexical triage recorded,Not built
P07,paperless-ngx,Global access and object permissions both matter,paperless-ngx/object-permissions,advance,False,Access to an endpoint does not automatically authorize every object returned by that endpoint; queryset and object checks must respect ownership and grants.,A user with document-view capability requests a document owned by someone else without an object grant.,Crosses endpoint authorization and data selection.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L426,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/permissions.py#L30 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/permissions.py#L267,Pending semantic review; lexical triage recorded,Not built
P08,paperless-ngx,Ownerless objects are a compatibility exception,paperless-ngx/object-permissions,advance,False,Ownerless objects are treated differently from privately owned objects; this exception does not mean anonymous endpoint access is permitted.,Ownerless and privately owned documents under the same authenticated endpoint permissions.,Important exception within P07's family; historical compatibility rationale is only documented evidence.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L456,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/permissions.py#L455 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/permissions.py#L176,Pending semantic review; lexical triage recorded,Not built
P09,paperless-ngx,Workflow configuration is global rather than owner-scoped,paperless-ngx/workflow-authority,advance,False,"Workflow definitions are shared and governed by application-level permissions, rather than an owner-specific workflow collection.",Two users with workflow-edit permission see the same workflows; do not infer workflows inherit document ownership restrictions.,Administrative boundary with potential effects on many documents.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L753,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/models.py#L1967 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/views.py#L5009,Pending semantic review; lexical triage recorded,Not built
P10,paperless-ngx,Classifier training excludes inbox material,paperless-ngx/classifier-training,advance,False,The training corpus excludes documents carrying an inbox tag; removing that tag can make a labelled document eligible for training.,A document with both an inbox tag and a topical tag versus one whose inbox tag has been removed.,Data-selection boundary; code cannot prove the remaining labels are actually correct.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/advanced_usage.md#L76,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/classifier.py#L224 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/classifier.py#L233,Pending semantic review; lexical triage recorded,Not built
P11,paperless-ngx,Persistent filenames require coordinated moves,paperless-ngx/file-identity,advance,False,Stored file names are part of document state; changing physical paths requires coordinated updates rather than an untracked filesystem move.,A metadata/storage-path rename through the application versus moving the file externally.,Database/filesystem consistency; changing the global format requires an explicit existing-file rename step.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/advanced_usage.md#L377,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/file_handling.py#L65 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/management/commands/document_renamer.py#L7,Pending semantic review; lexical triage recorded,Not built
P12,paperless-ngx,Trash and permanent deletion are different states,paperless-ngx/document-deletion,defer,False,"Soft deletion preserves recoverable state; final deletion removes database/archive state, and an optional trash destination retains only the original file.",Restore a soft-deleted document versus recover from the configured post-deletion directory.,"Permanent cleanup is visible locally, but the soft-delete manager/restore semantics come from django-softdelete. Pin and inspect that dependency before final lifecycle gold.",https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L816,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/models.py#L513 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/tasks.py#L471 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/signals/handlers.py#L344,Pending semantic review; lexical triage recorded,Not built
P13,paperless-ngx,Archive-generation settings have parser-specific exceptions,paperless-ngx/archive-rendition,advance,False,"Archive policy depends on mode, document characteristics, and parser rendition requirements; never mode does not remove a mandatory display rendition.","A scanned image, born-digital PDF, and a format requiring a PDF rendition under the same mode.",Conditional behavior across orchestration and parser capability.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/configuration.md#L964,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L124 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/tika.py#L63,Pending semantic review; lexical triage recorded,Not built
P14,paperless-ngx,PDF editing documentation omits the inspected versioning path,paperless-ngx/pdf-versioning-conflict,control,False,"The guide describes editing the original, but the inspected rotate/delete-pages paths write a temporary PDF and enqueue consumption with a root_document_id to create a new version. Do not claim in-place byte mutation or guaranteed archival retention without tracing the version pipeline.",Documents-visible interpretation must reconcile original-file wording with new-version dispatch; code-only should describe that dispatch. A fixture must inspect old and new bytes after worker completion.,"Concrete source/documentation mismatch found during deeper review. Full retention semantics have not been executed, so this is a conflict candidate rather than a proven immutable-original guarantee.",https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L806,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/bulk_edit.py#L446 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/bulk_edit.py#L814,Pending semantic review; lexical triage recorded,Not built
P15,paperless-ngx,Parser plugins use a structural interface and entry points,paperless-ngx/parser-extension,advance,False,A parser can satisfy the protocol without inheriting a prescribed base class; discovery uses package entry points and validates required class-level members.,A structurally valid external parser with no inheritance versus a subclass missing a required member.,Extension boundary connecting discovery and interface validation.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/development.md#L408,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/__init__.py#L117 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/registry.py#L216,Pending semantic review; lexical triage recorded,Not built
P16,paperless-ngx,"Parser selection uses scores, abstention, and tie precedence",paperless-ngx/parser-extension,advance,False,"Eligible parsers compete by score; None declines, and equal scores prefer external parsers through evaluation order.","Higher-scored built-in, tied external parser, and an external parser returning None.",Selection and extension interaction; correlated with P15.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/development.md#L442,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/registry.py#L332 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/registry.py#L380,Pending semantic review; lexical triage recorded,Not built
P17,paperless-ngx,Remote parser eligibility depends on declared capability,paperless-ngx/parser-remote-boundary,advance,False,Declared remote parsers are excluded when remote processing is not allowed; an undeclared third-party remote call is not prevented by this metadata gate.,A declared remote parser outranks a local one while remote processing is disabled; contrast an undeclared remote implementation.,Capability gate with an important trust limitation; does not prove network confinement.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/development.md#L474,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/registry.py#L365 ; https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/consumer.py#L458,Pending semantic review; lexical triage recorded,Not built
P18,paperless-ngx,External database modifications require downtime,paperless-ngx/database-operations-authority,control,False,The code/configuration does not establish authorization for live external database edits; the operational prohibition requires its published policy reference.,An operator proposes restoring or manually modifying the database while workers run.,Authority-negative control; code can identify consistency risks but cannot establish the hidden operational rule as approved.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/configuration.md#L258,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/settings/__init__.py#L544,Pending semantic review; lexical triage recorded,Not built
P19,paperless-ngx,Audit log actor differs for workflow changes,paperless-ngx/audit-trail,defer,False,The published history behavior distinguishes system/workflow changes from attributed user changes; audit completeness depends on enabled settings and paths.,A manual metadata edit versus a workflow edit with audit logging enabled.,"Reference located, but exact audit-actor integration not traced sufficiently. Do not use this as calibrated gold until that path is inspected and exercised.",https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L812,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/documents/signals/handlers.py#L806,Pending semantic review; lexical triage recorded,Not built
P20,paperless-ngx,Parser identity must exist before instantiation,paperless-ngx/parser-extension,merge,False,"Discovery reads parser identity and required methods on the class, before creating a parser instance.",Move identity fields into the instance constructor.,Merge into P15 as a negative challenge instead of inflating the decision count.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/development.md#L414,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/src/paperless/parsers/registry.py#L56,Pending semantic review; lexical triage recorded,Not built
P21,paperless-ngx,Keyboard shortcut help,paperless-ngx/interface-help,reject,False,The application exposes shortcut help.,Open the shortcut-help interface.,User-interface feature lookup offers no meaningful architectural interpretation challenge; no implementation audit warranted.,https://github.com/paperless-ngx/paperless-ngx/blob/835c4e51d0b145007bfac934009713dd8bbf3598/docs/usage.md#L1020,,Pending semantic review; lexical triage recorded,Not built
H01,httpx,Client lifetime owns reusable transport resources,httpx/client-lifetime,advance,False,A reused client owns a persistent transport/pool and should be closed at the end of its lifetime; top-level requests create shorter-lived clients.,A batch of requests through one client versus constructing a client per request; check ownership and close behavior without claiming a measured speedup.,"Resource lifecycle spans top-level API, client, and transport; actual connection reuse depends on httpcore.",https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/clients.md#L13,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_api.py#L102 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L156 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_transports/default.py#L156,Pending semantic review; lexical triage recorded,Not built
H02,httpx,Client and request configuration merge selectively,httpx/request-configuration,advance,False,"Building a request merges selected collections, with request values overriding conflicts; other supported options follow their own override semantics.",Shared client headers and per-request overrides while preserving unrelated headers and parameters.,Configuration composition; do not infer every client option is available per request.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/clients.md#L96,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L340 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L424 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L433,Pending semantic review; lexical triage recorded,Not built
H03,httpx,Explicit requests bypass automatic client-option merging,httpx/request-configuration,advance,False,Build_request applies client configuration before sending; a directly constructed Request is not retroactively given all client headers and base-URL configuration by send.,"Remove a sensitive header after build_request, and compare send of a directly constructed Request.",Preparation/dispatch boundary; grouped with H02.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/clients.md#L162,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L340 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L879,Pending semantic review; lexical triage recorded,Not built
H04,httpx,Streaming response ownership requires closure,httpx/response-lifetime,advance,False,Context-managed streaming closes the response on exit; manual streaming transfers responsibility for eventual closure to the caller.,Partially consume a response then exit normally or raise; contrast manual send with explicit close.,Resource ownership and exceptional control flow.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/async.md#L87,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L1543 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L1594 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_models.py#L1065,Pending semantic review; lexical triage recorded,Not built
H05,httpx,Response hooks precede automatic body consumption,httpx/response-lifetime,advance,False,"Response hooks run before the client decides to read the body; a hook needing bytes must read explicitly, using the appropriate sync/async API.",A streaming response hook accesses content before read versus an explicitly reading hook.,"Ordering and I/O boundary, not merely registration syntax.",https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/event-hooks.md#L34,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L964 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L879,Pending semantic review; lexical triage recorded,Not built
H06,httpx,Shared authentication logic is separated from sync/async I/O,httpx/authentication-flow,advance,False,"A common generator-based auth flow can serve sync and async clients; body requirements are declared, while other I/O needs the appropriate specialized flow override.",Add an authentication cache or body-dependent signature without silently blocking the async path.,Meaningful interface/side-effect separation with valid alternatives.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/authentication.md#L125,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_auth.py#L62 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_auth.py#L87 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L930,Pending semantic review; lexical triage recorded,Not built
H07,httpx,Transport mounts resolve specific patterns before broad ones,httpx/transport-routing,advance,False,Mount resolution uses URL-pattern specificity rather than insertion order; a None exclusion falls back to the ordinary transport.,"Overlapping scheme, domain, and port routes plus an explicit exclusion.",Routing and precedence cross implementation components.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/transports.md#L338,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_utils.py#L206 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L760,Pending semantic review; lexical triage recorded,Not built
H08,httpx,Extensions carry optional transport information,httpx/transport-interface,advance,False,Request extensions carry optional metadata such as timeouts through the client/transport boundary; support for arbitrary extensions is transport-dependent.,A custom transport forwards a timeout extension while an unknown extension is not assumed implemented.,Interface extensibility; inspect upstream dependencies for end-to-end semantics.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/extensions.md#L5,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L584 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_transports/default.py#L247,Pending semantic review; lexical triage recorded,Not built
H09,httpx,Built-in connection retries do not cover all failure types,httpx/transport-retries,defer,False,"The documented retries option concerns connection failures, not blanket retries for read errors or HTTP status codes.",ConnectError versus a 503 response and a read failure under the same retries setting.,Retry implementation is in httpcore; pin and inspect it before treating local forwarding code as sufficient gold.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/transports.md#L17,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_transports/default.py#L165,Pending semantic review; lexical triage recorded,Not built
H10,httpx,ASGI request transport excludes application lifespan management,httpx/transport-interface,advance,False,The ASGI transport dispatches HTTP scopes and does not provide startup/shutdown lifespan orchestration; that lifecycle requires a separate component.,An application requiring startup state under bare transport versus an external lifespan manager.,Explicit responsibility boundary with a plausible but wrong expectation.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/transports.md#L145,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_transports/asgi.py#L99 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_transports/asgi.py#L107,Pending semantic review; lexical triage recorded,Not built
H11,httpx,Per-request cookie documentation overstates removal,httpx/cookie-policy,control,False,At this snapshot per-request client cookies still work with a deprecation warning; recommended client-level storage is distinct from an enforced ban.,Give documents and code together and require a discrepancy report; code-only must not invent hidden removal policy.,Concrete documentation/code conflict; do not use the documentation alone as an answer key.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/compatibility.md#L114,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L806 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L413,Pending semantic review; lexical triage recorded,Not built
H12,httpx,Response-encoding documentation conflicts with default behavior,httpx/encoding-policy,control,False,The default response fallback is UTF-8 unless overridden; the compatibility guide's automatic charset-detection description conflicts with the dedicated guide and implementation.,A no-charset response under default settings versus a configured detection callable.,Conflict control with executable discriminator; hidden-document conflict is scored only when documents are visible.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/compatibility.md#L101,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_models.py#L167 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L202,Pending semantic review; lexical triage recorded,Not built
H13,httpx,Redirect default does not reveal its design motivation,httpx/redirect-authority,control,False,Code supports the default and opt-in behavior; it does not establish the published motivation about visibility of network calls as the actual reason.,Recover the default but ask separately for motive; accept unconfirmed rationale rather than fabricated certainty.,Useful content-versus-intent control; do not count the same default twice as positive evidence.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/compatibility.md#L12,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L197 ; https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_client.py#L964,Pending semantic review; lexical triage recorded,Not built
H14,httpx,Timeout default is a local parameter fact,httpx/timeout-default,calibration,False,"Default network inactivity timeout is five seconds, with explicit disabling and phase-specific settings available.",Distinguish a default inactivity timeout from a total wall-clock deadline.,Local/default recovery is calibration; phase enforcement belongs to the transport dependency.,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/docs/advanced/timeouts.md#L3,https://github.com/encode/httpx/blob/b5addb64f0161ff6bfe94c124ef76f6a1fba5254/httpx/_config.py#L246,Pending semantic review; lexical triage recorded,Not built
